Index,Subject,Course Number,Title,Section,CRN,Instructor,A,A-,A+,AU,B,B-,B+,C,C-,C+,D,D-,D+,E,F,I,N,P,PI,S,SI,U,W,WF,Course
135,COM,11400,Fundament Of Speech,367,32579,Evans| Elizabeth A.,0.32,0.21,0,0,0.11,0,0.21,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,COM 11400
136,COM,11400,Fundament Of Speech,BOP,31171,Isaacs| Zachary,0,0.08,0,0,0.67,0,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.08,0,COM 11400
137,COM,11400,Fundament Of Speech-Honors,H01,29643,Stocker| Jessica L.,0.77,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,COM 11400
138,COM,20400,Crit Perspectives Com,302,10415,Johnson| Nathanael S.,0.13,0,0,0,0.4,0.13,0.07,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 20400
139,COM,20400,Crit Perspectives Com,303,28953,Feder| Lillian B.,0.1,0,0,0,0.05,0.15,0.05,0.3,0.15,0,0.1,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,COM 20400
140,COM,21200,Appr Stdy Interp Commn,1,21937,Barber| Hayden C.,0.19,0.06,0.06,0,0.13,0.06,0.25,0,0.06,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0,COM 21200
141,COM,21700,Science Writing & Presentation,308,11065,Creech| Brett A.,0.95,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
142,COM,21700,Science Writing & Presentation,309,11070,Young| Erica A.,0.55,0,0,0,0.35,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
143,COM,21700,Science Writing & Presentation,310,13590,Young| Erica A.,0.53,0,0,0,0.26,0,0,0.11,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,COM 21700
144,COM,21700,Science Writing & Presentation,311,13701,Lee| Daeun,0.55,0.05,0.3,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,COM 21700
145,COM,21700,Science Writing & Presentation,312,29062,O'Shea| Kevin J.,0.63,0.21,0,0,0,0.05,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
146,COM,21700,Science Writing & Presentation,313,29063,Brooks| Katelyn E.,0.7,0,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
147,COM,21700,Science Writing & Presentation,314,29064,Latoz| Traci L.,0.56,0,0,0,0.11,0,0,0.11,0,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0.11,0,COM 21700
148,COM,21700,Science Writing & Presentation,315,29065,Adu Gyamfi| Prince,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,COM 21700
149,COM,21700,Science Writing & Presentation,316,30112,Maschinot| Alexus D.,0.32,0.32,0,0,0.11,0.05,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,COM 21700
150,COM,21700,Science Writing & Presentation,320,31136,Seals| John M.,0.8,0,0,0,0.15,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
151,COM,21700,Science Writing & Presentation,321,31176,Wright| Jon D.,0.56,0,0,0,0.38,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
152,COM,21700,Science Writing & Presentation,322,31178,Deyoe| Diana L.,0.82,0,0,0,0.06,0,0,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,COM 21700
153,COM,21700,Science Writing & Presentation,324,32273,Boersma| Cari A.,0.26,0.47,0,0,0,0.11,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,COM 21700
154,COM,21700,Science Writing & Presentation,325,32274,Hall| Brian D.,0.53,0.35,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
155,COM,21700,Science Writing & Presentation,326,32275,Hall| Brian D.,0.33,0.33,0,0,0.11,0.11,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
156,COM,21700,Science Writing & Presentation,327,32276,Obradovich| Alyssa,0.45,0.05,0.25,0,0,0,0.05,0.05,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,COM 21700
157,COM,21700,Science Writing & Presentation,328,32277,Boersma| Cari A.,0.56,0.17,0,0,0.06,0,0.06,0,0.06,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,COM 21700
158,COM,21700,Science Writing & Presentation,329,32535,Kaufman| Sara V.,0.11,0.22,0,0,0.22,0,0.28,0,0,0,0,0,0.06,0,0.06,0,0,0,0,0,0,0,0.06,0,COM 21700
159,COM,21700,Science Writing & Presentation,330,32580,Green| Kara,0.28,0.22,0,0,0.11,0.06,0.06,0,0,0.11,0,0,0,0,0.11,0,0,0,0,0,0,0,0.06,0,COM 21700
160,COM,21700,Science Writing & Presentation,331,32911,Bowling| Roy N.,0.33,0.4,0,0,0.07,0.07,0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 21700
161,COM,22400,Com Global Workplace,10,31181,Lee| Seungyoon,0.08,0.25,0.08,0,0.17,0,0.25,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 22400
162,COM,25000,Mass Commun & Society,3,14327,Smith| Courteney L.,0.18,0.27,0.18,0,0.18,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 25000
163,COM,25100,Comm~ Info~ And Society,1,29067,Taylor| Elise P.,0.8,0,0,0,0.05,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,COM 25100
164,COM,25100,Comm~ Info~ And Society,2,32262,Jackson| Diane L.,0.11,0.44,0,0,0.06,0.06,0.11,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,COM 25100
165,COM,25300,Intro To Public Rels,1,11105,Zulli| Diana G.,0.32,0.32,0,0,0.05,0.05,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,COM 25300
166,COM,25600,Intro To Advertising,1,25704,Ju| Ilwoo,0.16,0.26,0.11,0,0,0.11,0.16,0,0.05,0.05,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,COM 25600
167,COM,30300,Intercultural Communic,1,29069,Labadorf| Elizabeth A.,0.2,0.13,0,0,0.4,0.07,0.07,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 30300
168,COM,30400,Quant Methods Com Res,101,11361,Sparks| Glenn G.,0.33,0,0,0,0.17,0.13,0.04,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 30400
169,COM,31800,Prin Of Persuasion,202,28955,Reimer| Torsten O.,0.5,0.18,0.18,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,COM 31800
170,COM,31800,Prin Of Persuasion,203,28956,Song| Hwanseok,0.12,0.04,0.32,0,0.16,0.04,0.2,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,COM 31800
171,COM,31800,Prin Of Persuasion,204,32279,Oh| Jeonghyun,0.3,0.17,0.13,0,0.17,0,0.04,0.04,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,COM 31800
172,COM,32000,Small Group Communication,1,29072,Shah| Ajay A.,0.12,0.16,0.04,0,0.16,0.16,0.24,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,COM 32000
173,COM,32000,Small Group Communication,2,29073,Kamal| Daniel,0.4,0.4,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,COM 32000
174,COM,32400,Intro To Organzal Com,1,29074,Gerdes| Kayla J.,0.4,0.1,0.05,0,0.1,0,0.15,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,COM 32400
175,COM,32500,Interview Princ Prac,1,29075,Reynolds| Gina S.,0.59,0,0,0,0.36,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 32500
176,COM,32500,Interview Princ Prac,2,32280,Levine| Naomi T.,0.96,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 32500
177,COM,49505,Sports Communication,1,29914,Boyd| Joshua E.,0.58,0,0,0,0.08,0,0.08,0.08,0,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,COM 49505
178,COM,49700,Intro To Screenwriting,1,11064,Deaztlan| Tonantzin,0.46,0,0.27,0,0.09,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COM 49700
179,CS,15900,C Programming,LE1,28820,Crum| William N.,0.17,0.1,0.07,0,0.28,0.07,0.03,0.17,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0.03,0,CS 15900
180,CS,15900,C Programming,Y01,13247,Liu| Xiaojin,0.23,0,0.03,0,0.21,0,0.05,0.33,0,0.03,0.05,0,0,0,0.05,0.03,0,0,0,0,0,0,0,0,CS 15900
181,CS,15900,C Programming,Y02,31656,Crum| William N.,0.35,0.05,0.03,0,0.18,0.03,0.03,0.2,0,0.05,0.08,0,0,0,0.03,0,0,0,0,0,0,0,0,0,CS 15900
182,CS,15900,C Programming,Y03,31675,Crowe| Marta A.,0.23,0,0.08,0,0.35,0.03,0.03,0.13,0.03,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,CS 15900
183,CS,15900,C Programming,Y04,32901,Liu| Xiaojin,0.1,0,0,0,0.31,0.03,0,0.36,0.05,0.05,0.08,0,0,0,0.03,0,0,0,0,0,0,0,0,0,CS 15900
184,CS,17700,Progrmng With MM Objs,LE1,28876,Tahboub| Ruby Y.,0.08,0.39,0.15,0,0.08,0.08,0.08,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,CS 17700
185,CS,17700,Progrmng With MM Objs,Y01,31310,Tahboub| Ruby Y.,0.28,0.13,0.03,0,0.1,0.1,0.1,0.03,0.03,0.03,0,0.03,0.05,0,0.08,0,0,0,0,0,0,0,0.05,0,CS 17700
186,CS,18000,Prob Solving & O-O Programming,LE1,31021,Dunsmore| Hubert E.,0.36,0.04,0.01,0,0.19,0.06,0.04,0.1,0,0.04,0.01,0,0,0,0.1,0,0,0,0,0,0,0,0.03,0,CS 18000
187,CS,18200,Foundations Of Comp Sc,LE1,28883,Bejarano Posada| Andres M.,0.18,0.11,0.02,0,0.09,0.04,0.18,0.11,0,0.13,0.04,0,0,0,0.11,0,0,0,0,0,0,0,0.02,0,CS 18200
188,CS,18300,Professional Practice I,PP1,15722,Obrien| Lori J.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,0,0,0,CS 18300
189,CS,18400,Professional Practice II,PP2,15723,Obrien| Lori J.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.18,0,0,0,CS 18400
190,CS,23500,Intro Organizatnl Comp,Y01,31031,Crowe| Marta A.,0.5,0,0.13,0,0.17,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0.13,0,CS 23500
191,CS,24000,Programming In C,LE1,24240,Park| Kihong,0.18,0.1,0.16,0,0.1,0,0.08,0.08,0.06,0.1,0.04,0.06,0.04,0,0,0,0,0,0,0,0,0,0.02,0,CS 24000
192,CS,25000,Computer Architecture,LE1,24243,Rodriguez-Rivera| Gustavo,0.18,0.29,0.11,0,0.11,0.14,0.04,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,CS 25000
193,CS,25100,Data Structures And Algorithms,LE1,28888,Bejarano Posada| Andres M.,0.24,0.06,0.02,0.06,0.13,0.06,0.13,0.07,0,0.04,0.06,0,0,0,0.13,0,0,0,0,0,0,0,0.02,0,CS 25100
194,CS,25200,Systems Programming,LE1,25752,Rodriguez-Rivera| Gustavo,0.21,0.19,0.15,0.02,0.17,0.09,0.09,0.02,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,CS 25200
195,CS,50023,Data Engineering I,DE1,28815,Benotman| Hisham R.,0.17,0.08,0.54,0.08,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,CS 50023
196,CS,50024,Data Engineering II,DE2,28816,Benotman| Hisham R.,0.12,0.06,0.47,0.06,0,0,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,CS 50024
197,CS,59799,Graduate Professional Practice,11,13657,Delaware| Benjamin J.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CS 59799
198,CS,69900,Research PhD Thesis,5,10703,Zhang| Xiangyu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0.07,0,CS 69900
199,CSR,10300,Intro To Personal Finance,1,10914,Runyan| Rodney C.,0.03,0.17,0.1,0,0.07,0.14,0.24,0.07,0,0.03,0.07,0,0,0,0,0,0,0.03,0,0,0,0,0.03,0,CSR 10300
200,CSR,10300,Intro To Personal Finance,2,10986,Evans| David A.,0.57,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,CSR 10300
201,CSR,10300,Intro To Personal Finance,3,31241,Evans| David A.,0.7,0,0,0,0.08,0,0,0.14,0,0,0.05,0,0,0,0.03,0,0,0,0,0,0,0,0,0,CSR 10300
202,CSR,30000,Field Exp In Ret Mgmt,1,11448,Zhang| Tongxiao,0.89,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,CSR 30000
203,CSR,30700,Field Exp In SSM,1,11450,Zhang| Tongxiao,0.86,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.01,0,CSR 30700
204,CSR,31500,Relationship Selling,1,11061,Dale| Anita K.,0.27,0,0,0,0.36,0.09,0,0.09,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.09,0,CSR 31500
205,CSR,33100,Consumer Behavior,1,22291,Lawry| Charles A.,0.25,0.19,0,0,0.38,0.06,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,CSR 33100
206,CSR,34200,Personal Finance,1,14357,Evans| David A.,0.87,0,0,0,0.1,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSR 34200
207,CSR,34200,Personal Finance,2,31407,Heo| Wookjae,0.08,0,0.84,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,CSR 34200
208,CSR,34400,Fundamentals Of Negotiations,1,29747,Chan| Eugene Y.,0,0.06,0,0,0.33,0.11,0.17,0,0.06,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSR 34400
209,CSR,48000,FCP Internship,1,11462,Evans| David A.,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,CSR 48000
210,EAPS,10000,Planet Earth,Y01,20804,Ickert| Ryan B.,0.31,0.17,0.3,0,0.05,0.01,0.12,0,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,EAPS 10000
211,EAPS,10400,Oceanography,1,12983,Nelson| Jennifer A.,0.31,0.04,0.39,0,0.08,0,0.04,0.08,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,EAPS 10400
212,EAPS,10500,The Planets,2,29200,Freed| Andrew M.,0.37,0.13,0.32,0,0.06,0.02,0.06,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,EAPS 10500
213,EAPS,10500,The Planets,3,29950,Freed| Andrew M.,0.16,0.08,0.44,0,0.12,0,0.08,0.04,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,EAPS 10500
214,EAPS,10600,Geosciences Cinema,2,29201,Freed| Andrew M.,0.29,0.03,0.59,0,0.03,0.01,0.03,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,EAPS 10600
215,EAPS,10600,Geosciences Cinema-Honors,2,29201,Freed| Andrew M.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAPS 10600
216,EAPS,11100,Physical Geology,1,11473,Nelson| Jennifer A.,0.49,0.03,0.17,0,0.06,0,0.11,0,0,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0.03,0,EAPS 11100
217,EAPS,11600,Earthquakes Volcanoes,1,14270,Haq| Saad S.,0.39,0.08,0.23,0,0.15,0.08,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAPS 11600
218,EAPS,12000,Intro To Geography,2,11084,Zhuang| Qianlai,0.06,0.18,0.71,0,0,0,0,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,EAPS 12000
219,EAPS,32700,Climate~ Science & Society,1,29212,Orton| Andrea E.,0.02,0,0.86,0,0.02,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.06,0,EAPS 32700
220,EAPS,37500,Fossil Fuels~ Energy & Society,2,29228,Ballotti| Dean M.,0.68,0.05,0,0,0.08,0,0.05,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,EAPS 37500
221,EAPS,37500,Fossil Fuels~ Energy & Society,3,29230,Ballotti| Dean M.,0.95,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAPS 37500
222,ECE,20001,Electrical Engr Fundamentals I,1,12294,Saha| Tridib K.,0.13,0,0.06,0,0.08,0,0.05,0.15,0,0.25,0.04,0,0.11,0,0.09,0,0,0,0,0,0,0,0.06,0,ECE 20001
223,ECE,20002,Elect Engr Fundamental II,2,12559,Hayashi| Michael R.,0.11,0.09,0.07,0,0.14,0.09,0.14,0.1,0.03,0.09,0.04,0.01,0,0,0.06,0,0,0,0,0,0,0,0.03,0,ECE 20002
224,ECE,20007,Elec Engr Fundamentals I Lab,1,12380,Manning| Benjamin T.,0.13,0.09,0.23,0,0.06,0.13,0.02,0,0,0.04,0,0.02,0.02,0,0.11,0,0,0,0,0,0,0,0.15,0,ECE 20007
225,ECE,20008,Elec Engr Fundamentals II Lab,1,29046,Beasley| Ryan M.,0.29,0,0,0,0.07,0,0.14,0.07,0,0.07,0,0,0.07,0,0.14,0,0,0,0,0,0,0,0.14,0,ECE 20008
226,ECE,20875,Python For Data Science,WNG,14476,Cruz| Laura M.,0.18,0.14,0.18,0.02,0.11,0.11,0.16,0.02,0.02,0.05,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,ECE 20875
227,ECE,26400,Advanced C Programming,WNG,14473,Burnett| David J.,0.3,0.03,0.1,0,0.05,0.01,0.09,0.09,0.01,0.05,0.04,0.04,0.04,0,0.14,0,0,0,0,0,0,0,0.01,0.01,ECE 26400
228,ECE,27000,Intro Digitl Sys Desgn,1,32047,Walter| Phillip B.,0.12,0.16,0.08,0,0.08,0.08,0.04,0.1,0,0.06,0.08,0.02,0.02,0,0.1,0,0,0,0,0,0,0,0.04,0.02,ECE 27000
229,ECE,29299,Prof Practice Extensive II,1,19422,Seadeek| Jamie L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ECE 29299
230,ECE,30100,Signals And Systems,WNG,14474,He| Jiangpeng,0.09,0.12,0.09,0,0.21,0.09,0.11,0.03,0.04,0.07,0.09,0,0,0,0.03,0,0,0,0,0,0,0,0.02,0,ECE 30100
231,ECE,30200,Probabilistic Methods,WN1,14503,Fitzgerald| Bradley J.,0.09,0.12,0.03,0,0.17,0.12,0.11,0.09,0.04,0.08,0.04,0.03,0.03,0,0.04,0,0,0,0,0,0,0,0.01,0,ECE 30200
232,ECE,30411,Electromagnetics I,1,15409,Melloch| Michael R.,0.24,0,0.14,0,0.14,0,0.05,0.14,0.05,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,ECE 30411
233,ECE,32100,Electromech Motion Dev,1,32151,Al-Othman| Maryam A.,0.5,0,0,0,0.36,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECE 32100
234,ECE,36800,Data Structures,WNG,14479,Sundararajah| Kirshanthan,0.57,0.04,0,0,0.03,0.06,0.06,0.03,0.03,0,0.02,0,0,0,0.07,0,0,0.02,0,0,0,0,0.07,0,ECE 36800
235,ECE,38299,Prof Practice Co-Op II,1,19426,Seadeek| Jamie L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ECE 38299
236,ECE,47000,Curriculr Pract Train,1,11512,Seadeek| Jamie L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.02,0,0,0,ECE 47000
237,ECE,50631,Fundamentals Of Current Flow,OL3,32220,Datta| Supriyo,0.68,0,0,0,0.16,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,ECE 50631
238,ECE,50632,Intro To Quantum Transport,OL4,32219,Datta| Supriyo,0.75,0,0,0,0.06,0,0,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.06,0,ECE 50632
239,ECE,50633,Boltzmann Law,OL2,32218,Datta| Supriyo,0.09,0,0.64,0,0,0,0.09,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,ECE 50633
240,ECE,69300,Adv Intern Project,163,32268,Raghunathan| Anand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECE 69300
241,ECE,69900,Research PhD Thesis,101,23564,Roy| Kaushik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ECE 69900
242,ECE,69900,Research PhD Thesis,104,23613,Sen| Shreyas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ECE 69900
243,ECET,30201,Intro To Industrial Controls,2,10730,Richardson| Jeffrey J.,0.46,0.09,0,0,0,0,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,ECET 30201
244,ECET,35901,Computer Data Acquisition Appl,3,29707,Huston| Davin H.,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.17,0,ECET 35901
245,ECON,21000,Prin Of Economics,10,32428,Van Kammen| Benjamin J.,0.19,0.08,0,0,0.28,0.06,0.02,0.11,0,0.02,0.05,0,0,0,0.11,0,0,0,0,0,0,0,0.09,0,ECON 21000
246,ECON,21000,Prin Of Economics,12,32475,Van Kammen| Benjamin J.,0.15,0.15,0,0,0.37,0.04,0.13,0.02,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,ECON 21000
247,ECON,25100,Microeconomics,Y01,10925,Blanchard| Kelly H.,0.35,0.16,0.06,0,0.13,0.02,0.14,0.06,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0,ECON 25100
248,ECON,25100,Microeconomics,Y02,10926,Blanchard| Kelly H.,0.2,0.13,0.03,0,0.23,0.05,0.17,0.08,0,0.03,0.02,0,0,0,0.01,0.01,0,0,0,0,0,0,0.03,0,ECON 25100
249,ECON,25100,Microeconomics,Y03,12245,Blanchard| Kelly H.,0.19,0.17,0.03,0,0.13,0.06,0.14,0.04,0.03,0.07,0.02,0,0.05,0.01,0.03,0,0,0,0,0,0,0,0.02,0,ECON 25100
250,ECON,25100,Microeconomics,Y04,10681,Blanchard| Kelly H.,0.14,0.15,0.03,0,0.17,0.04,0.17,0.04,0.08,0.05,0.05,0,0,0.01,0.02,0,0,0,0,0,0,0,0.03,0,ECON 25100
251,ECON,25200,Macroeconomics,Y01,25718,Vargas| Andres J.,0.15,0.1,0.04,0,0.23,0.09,0.09,0.1,0.05,0.06,0.04,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0.04,0,ECON 25200
252,ECON,25200,Macroeconomics,Y02,12691,Marchal| Alexander J.,0.17,0.09,0,0,0.16,0.03,0.09,0.18,0.01,0.07,0.14,0.01,0.01,0,0,0,0,0,0,0,0,0,0.04,0,ECON 25200
253,ECON,25200,Macroeconomics,Y03,14436,Vargas| Andres J.,0.12,0.1,0.02,0,0.21,0.03,0.08,0.1,0.03,0.12,0.03,0,0.03,0,0.05,0,0,0,0,0,0,0,0.08,0,ECON 25200
254,ECON,34000,Intrm Microecon Thry,Y01,10932,Van Kammen| Benjamin J.,0.36,0.07,0,0,0.11,0.04,0.18,0.04,0,0,0,0.04,0.04,0,0.04,0,0,0,0,0,0,0,0.11,0,ECON 34000
255,ECON,35200,Intermed Macroecon,Y01,10934,Gallen| Trevor S.,0.34,0.08,0,0,0.21,0.13,0.08,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,ECON 35200
256,ECON,36000,Econometrics,1,31128,Kebede| Daniel G.,0.13,0.25,0,0,0.25,0,0.13,0,0,0.06,0,0,0,0,0,0.06,0,0,0,0,0,0,0.13,0,ECON 36000
257,ECON,36200,Health Economics,Y01,12664,Moore| Timothy J.,0.17,0.17,0,0,0.14,0.03,0.21,0.07,0,0.03,0,0,0.03,0,0.07,0,0,0,0,0,0,0,0.07,0,ECON 36200
258,ECON,36700,Law And Economics,Y01,10937,Fisher| Clifford D.,0.19,0,0,0,0.38,0.05,0.05,0.1,0,0.05,0.14,0,0,0,0,0,0,0,0,0,0,0,0.05,0,ECON 36700
259,ECON,38500,Labor Economics,Y01,29227,Sarzosa| Miguel A.,0,0.07,0.07,0,0.1,0.03,0.1,0.1,0.07,0.07,0.07,0,0.03,0,0.1,0,0,0,0,0,0,0,0.17,0,ECON 38500
260,ECON,45100,Game Theory,Y01,14427,Brindley| Jacob A.,0.18,0.11,0.22,0.02,0.18,0.04,0.04,0,0,0.07,0.04,0,0.02,0,0.07,0,0,0,0,0,0,0,0,0,ECON 45100
261,ECON,57300,Financial Econometrics,1,31746,Bao| Yong,0.19,0.38,0.12,0,0.07,0.02,0.19,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECON 57300
262,EDCI,21510,Lang & Lit Foundations,1,31230,Boes| Nancy A.,0.07,0.29,0.07,0,0.07,0.07,0.14,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,EDCI 21510
263,EDCI,27000,Intro Ed Tech,1,25640,Zhang| Zhuo,0.58,0.16,0,0,0.16,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,EDCI 27000
264,EDCI,61500,Qual Res Meth In Educ,1,11704,Dolby| Nadine E.,0.64,0.07,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDCI 61500
265,EDCI,61500,Qual Res Meth In Educ,2,31150,Zywicki| Stephanie M.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDCI 61500
266,EDCI,62100,Tech For Qual Research,1,12863,Wright| Wayne E.,0.05,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDCI 62100
267,EDPS,10101,Intro To Learning Sciences,2,29813,Gipson| John A.,0.86,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,EDPS 10101
